labyrinth_id,labyrinth_name,theme,beast,quality
164,Spiral of the Flathead Catfish Snapper,Fish & Sharks,Australian Flathead Perch,Q11_Transcendent
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Barreleye Fish (Barrel Eye),Q1_Common
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Fluke Fish (summer flounder),Q2_Uncommon
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Urechis unicinctus (Penis Fish),Q3_Rare
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Spotted Garden Eel: Shy Reef-Dwelling Fish,Q4_Superior
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Yellow Bullhead: Adaptable American Catfish,Q5_Epic
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Pygmy Shark,Q6_Mythic
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Shark,Q7_Ancient
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Blue Shark,Q8_Arcane
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Bull Shark,Q9_Celestial
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Horn Shark,Q10_Ethereal
175,Reach within the Reef Barreleye Barrel,Fish & Sharks,Reef Shark,Q11_Transcendent
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Dusky Shark,Q1_Common
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,King Salmon,Q2_Uncommon
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Lemon Shark,Q3_Rare
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Nurse Shark,Q4_Superior
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Silky Shark,Q5_Epic
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,White Shark,Q6_Mythic
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Zebra Shark,Q7_Ancient
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Bamboo Shark,Q8_Arcane
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Goblin Shark,Q9_Celestial
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Pyjama Shark,Q10_Ethereal
186,Echoes beneath the Salmon Dusky King,Fish & Sharks,Salmon Shark,Q11_Transcendent
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Frilled Shark,Q1_Common
197,Domain amid the Frilled King Mackerel,Fish & Sharks,King Mackerel,Q2_Uncommon
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Kitefin Shark,Q3_Rare
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Rainbow Shark,Q4_Superior
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Sixgill shark,Q5_Epic
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Sleeper Shark,Q6_Mythic
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Spinner Shark,Q7_Ancient
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Blacktip Shark,Q8_Arcane
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Blacknose Shark,Q9_Celestial
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Galapagos Shark,Q10_Ethereal
197,Domain amid the Frilled King Mackerel,Fish & Sharks,Greenland Shark,Q11_Transcendent
208,Reach under the Reef Mako Grey,Fish & Sharks,Grey Reef Shark,Q1_Common
208,Reach under the Reef Mako Grey,Fish & Sharks,Walking Catfish,Q2_Uncommon
208,Reach under the Reef Mako Grey,Fish & Sharks,Bonnethead Shark,Q3_Rare
208,Reach under the Reef Mako Grey,Fish & Sharks,Hammerhead Shark,Q4_Superior
208,Reach under the Reef Mako Grey,Fish & Sharks,Cookiecutter Shark,Q5_Epic
208,Reach under the Reef Mako Grey,Fish & Sharks,Longfin Mako Shark,Q6_Mythic
208,Reach under the Reef Mako Grey,Fish & Sharks,Blacktip Reef Shark,Q7_Ancient
208,Reach under the Reef Mako Grey,Fish & Sharks,Shortfin Mako Shark,Q8_Arcane
208,Reach under the Reef Mako Grey,Fish & Sharks,Caribbean Reef Shark,Q9_Celestial
208,Reach under the Reef Mako Grey,Fish & Sharks,Pacific Sleeper Shark,Q10_Ethereal
208,Reach under the Reef Mako Grey,Fish & Sharks,Oceanic Whitetip Shark,Q11_Transcendent
59,Labyrinth of the Mining Ashy Tawny,Insects,Ashy Mining Bee,Q1_Common
59,Labyrinth of the Mining Ashy Tawny,Insects,Tawny Mining Bee,Q2_Uncommon
59,Labyrinth of the Mining Ashy Tawny,Insects,Ant,Q3_Rare
59,Labyrinth of the Mining Ashy Tawny,Insects,Bee,Q4_Superior
59,Labyrinth of the Mining Ashy Tawny,Insects,Fly,Q5_Epic
59,Labyrinth of the Mining Ashy Tawny,Insects,Flea,Q6_Mythic
59,Labyrinth of the Mining Ashy Tawny,Insects,Moth,Q7_Ancient
59,Labyrinth of the Mining Ashy Tawny,Insects,Tick,Q8_Arcane
59,Labyrinth of the Mining Ashy Tawny,Insects,Wasp,Q9_Celestial
59,Labyrinth of the Mining Ashy Tawny,Insects,Beetle,Q10_Ethereal
59,Labyrinth of the Mining Ashy Tawny,Insects,Cicada,Q11_Transcendent
70,Vein beyond the Hornet Locust Termite,Insects,Hornet,Q1_Common
70,Vein beyond the Hornet Locust Termite,Insects,Locust,Q2_Uncommon
70,Vein beyond the Hornet Locust Termite,Insects,Io Moth,Q3_Rare
70,Vein beyond the Hornet Locust Termite,Insects,Ivy Bee,Q4_Superior
70,Vein beyond the Hornet Locust Termite,Insects,Termite,Q5_Epic
70,Vein beyond the Hornet Locust Termite,Insects,Lace Bug,Q6_Mythic
70,Vein beyond the Hornet Locust Termite,Insects,Mosquito,Q7_Ancient
70,Vein beyond the Hornet Locust Termite,Insects,Wax Moth,Q8_Arcane
70,Vein beyond the Hornet Locust Termite,Insects,Bee-Eater,Q9_Celestial
70,Vein beyond the Hornet Locust Termite,Insects,Butterfly,Q10_Ethereal
70,Vein beyond the Hornet Locust Termite,Insects,Cockroach,Q11_Transcendent
81,Crown of the Tick Dragonfly Fruit,Insects,Deer Tick,Q1_Common
81,Crown of the Tick Dragonfly Fruit,Insects,Dragonfly,Q2_Uncommon
81,Crown of the Tick Dragonfly Fruit,Insects,Fruit Fly,Q3_Rare
81,Crown of the Tick Dragonfly Fruit,Insects,Honey Bee,Q4_Superior
81,Crown of the Tick Dragonfly Fruit,Insects,Kudzu Bug,Q5_Epic
81,Crown of the Tick Dragonfly Fruit,Insects,Luna Moth,Q6_Mythic
81,Crown of the Tick Dragonfly Fruit,Insects,Mason Bee,Q7_Ancient
81,Crown of the Tick Dragonfly Fruit,Insects,Puss Moth,Q8_Arcane
81,Crown of the Tick Dragonfly Fruit,Insects,Sea Roach,Q9_Celestial
81,Crown of the Tick Dragonfly Fruit,Insects,Water Bug,Q10_Ethereal
81,Crown of the Tick Dragonfly Fruit,Insects,Wood Tick,Q11_Transcendent
92,Domain within the Apple Atlas Black,Insects,Apple Moth,Q1_Common
92,Domain within the Apple Atlas Black,Insects,Atlas Moth,Q2_Uncommon
92,Domain within the Apple Atlas Black,Insects,Black Wasp,Q3_Rare
92,Domain within the Apple Atlas Black,Insects,Comet Moth,Q4_Superior
92,Domain within the Apple Atlas Black,Insects,Furrow Bee,Q5_Epic
92,Domain within the Apple Atlas Black,Insects,Gypsy Moth,Q6_Mythic
92,Domain within the Apple Atlas Black,Insects,May Beetle,Q7_Ancient
92,Domain within the Apple Atlas Black,Insects,Nut Weevil,Q8_Arcane
92,Domain within the Apple Atlas Black,Insects,Squash Bee,Q9_Celestial
92,Domain within the Apple Atlas Black,Insects,Tsetse Fly,Q10_Ethereal
92,Domain within the Apple Atlas Black,Insects,Bark Beetle,Q11_Transcendent
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Cactus Moth,Q1_Common
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Caterpillar,Q2_Uncommon
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Dung Beetle,Q3_Rare
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Flea Beetle,Q4_Superior
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Grasshopper,Q5_Epic
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Madora Moth,Q6_Mythic
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Pine Beetle,Q7_Ancient
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Rove Beetle,Q8_Arcane
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Spongy Moth,Q9_Celestial
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Stag Beetle,Q10_Ethereal
103,Echoes beyond the Dwarf Cactus Caterpillar,Insects,Winter Moth,Q11_Transcendent
114,Coil beneath the Gecko Iguana Assassin,Insects,Assassin Bug,Q1_Common
114,Coil beneath the Gecko Iguana Assassin,Insects,Atlas Beetle,Q2_Uncommon
114,Coil beneath the Gecko Iguana Assassin,Insects,Bagworm Moth,Q3_Rare
114,Coil beneath the Gecko Iguana Assassin,Insects,Beewolf wasp,Q4_Superior
114,Coil beneath the Gecko Iguana Assassin,Insects,Cabbage Moth,Q5_Epic
114,Coil beneath the Gecko Iguana Assassin,Insects,Click Beetle,Q6_Mythic
114,Coil beneath the Gecko Iguana Assassin,Insects,Clothes Moth,Q7_Ancient
114,Coil beneath the Gecko Iguana Assassin,Insects,Codling Moth,Q8_Arcane
114,Coil beneath the Gecko Iguana Assassin,Insects,Flour Beetle,Q9_Celestial
114,Coil beneath the Gecko Iguana Assassin,Insects,Jewel Beetle,Q10_Ethereal
114,Coil beneath the Gecko Iguana Assassin,Insects,Rhino Beetle,Q11_Transcendent
125,Hollows of the Monitor Horned Anole,Insects,Tussock Moth,Q1_Common
125,Hollows of the Monitor Horned Anole,Insects,Water Beetle,Q2_Uncommon
125,Hollows of the Monitor Horned Anole,Insects,Box Tree Moth,Q3_Rare
125,Hollows of the Monitor Horned Anole,Insects,Carpenter Ant,Q4_Superior
125,Hollows of the Monitor Horned Anole,Insects,Carpet Beetle,Q5_Epic
125,Hollows of the Monitor Horned Anole,Insects,Cecropia Moth,Q6_Mythic
125,Hollows of the Monitor Horned Anole,Insects,Desert Locust,Q7_Ancient
125,Hollows of the Monitor Horned Anole,Insects,Hercules Moth,Q8_Arcane
125,Hollows of the Monitor Horned Anole,Insects,Horned Beetle,Q9_Celestial
125,Hollows of the Monitor Horned Anole,Insects,Imperial Moth,Q10_Ethereal
125,Hollows of the Monitor Horned Anole,Insects,Khapra Beetle,Q11_Transcendent
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Larder Beetle,Q1_Common
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Peppered Moth,Q2_Uncommon
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Potato Beetle,Q3_Rare
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Scarab Beetle,Q4_Superior
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Squash Beetle,Q5_Epic
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Biscuit Beetle,Q6_Mythic
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Blister Beetle,Q7_Ancient
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Carrion Beetle,Q8_Arcane
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Goliath Beetle,Q9_Celestial
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Groundhog Tick,Q10_Ethereal
136,Labyrinth beneath the Mouse Gecko Gorilla,Insects,Leafcutter Ant,Q11_Transcendent
147,Bastion beneath the Monitor Mole Ferret,Insects,Leafcutter Bee,Q1_Common
147,Bastion beneath the Monitor Mole Ferret,Insects,Lone Star Tick,Q2_Uncommon
147,Bastion beneath the Monitor Mole Ferret,Insects,Praying Mantis,Q3_Rare
147,Bastion beneath the Monitor Mole Ferret,Insects,Red Paper Wasp,Q4_Superior
147,Bastion beneath the Monitor Mole Ferret,Insects,Soldier Beetle,Q5_Epic
147,Bastion beneath the Monitor Mole Ferret,Insects,Underwing Moth,Q6_Mythic
147,Bastion beneath the Monitor Mole Ferret,Insects,Ambrosia Beetle,Q7_Ancient
147,Bastion beneath the Monitor Mole Ferret,Insects,Asian Cockroach,Q8_Arcane
147,Bastion beneath the Monitor Mole Ferret,Insects,Cuban Cockroach,Q9_Celestial
147,Bastion beneath the Monitor Mole Ferret,Insects,Cucumber Beetle,Q10_Ethereal
147,Bastion beneath the Monitor Mole Ferret,Insects,Darkling Beetle,Q11_Transcendent
158,Throne amid the Squirrel Japanese Rabbit,Insects,Dubia Cockroach,Q1_Common
158,Throne amid the Squirrel Japanese Rabbit,Insects,Figeater Beetle,Q2_Uncommon
158,Throne amid the Squirrel Japanese Rabbit,Insects,Green Bee-Eater,Q3_Rare
158,Throne amid the Squirrel Japanese Rabbit,Insects,Hercules Beetle,Q4_Superior
158,Throne amid the Squirrel Japanese Rabbit,Insects,Indianmeal Moth,Q5_Epic
158,Throne amid the Squirrel Japanese Rabbit,Insects,Japanese Beetle,Q6_Mythic
158,Throne amid the Squirrel Japanese Rabbit,Insects,Mealworm Beetle,Q7_Ancient
158,Throne amid the Squirrel Japanese Rabbit,Insects,Pinacate Beetle,Q8_Arcane
158,Throne amid the Squirrel Japanese Rabbit,Insects,Polyphemus Moth,Q9_Celestial
158,Throne amid the Squirrel Japanese Rabbit,Insects,White Butterfly,Q10_Ethereal
158,Throne amid the Squirrel Japanese Rabbit,Insects,Wool Carder Bee,Q11_Transcendent
169,Echoes under the Caterpillar Black Witch,Insects,Black Witch Moth,Q1_Common
169,Echoes under the Caterpillar Black Witch,Insects,Christmas Beetle,Q2_Uncommon
169,Echoes under the Caterpillar Black Witch,Insects,Diamondback Moth,Q3_Rare
169,Echoes under the Caterpillar Black Witch,Insects,Dried Fruit Moth,Q4_Superior
169,Echoes under the Caterpillar Black Witch,Insects,Executioner Wasp,Q5_Epic
169,Echoes under the Caterpillar Black Witch,Insects,German Cockroach,Q6_Mythic
169,Echoes under the Caterpillar Black Witch,Insects,Grapevine Beetle,Q7_Ancient
169,Echoes under the Caterpillar Black Witch,Insects,Morpho Butterfly,Q8_Arcane
169,Echoes under the Caterpillar Black Witch,Insects,Puss Caterpillar,Q9_Celestial
169,Echoes under the Caterpillar Black Witch,Insects,Saturniidae Moth,Q10_Ethereal
169,Echoes under the Caterpillar Black Witch,Insects,Tent Caterpillar,Q11_Transcendent
180,Vault beyond the Yellow Crazy Faced,Insects,Yellow Crazy Ant,Q1_Common
180,Vault beyond the Yellow Crazy Faced,Insects,Yellow-faced Bee,Q2_Uncommon
180,Vault beyond the Yellow Crazy Faced,Insects,Admiral Butterfly,Q3_Rare
180,Vault beyond the Yellow Crazy Faced,Insects,Asian Lady Beetle,Q4_Superior
180,Vault beyond the Yellow Crazy Faced,Insects,Bombardier Beetle,Q5_Epic
180,Vault beyond the Yellow Crazy Faced,Insects,Deathwatch Beetle,Q6_Mythic
180,Vault beyond the Yellow Crazy Faced,Insects,Grasshopper Mouse,Q7_Ancient
180,Vault beyond the Yellow Crazy Faced,Insects,Green June Beetle,Q8_Arcane
180,Vault beyond the Yellow Crazy Faced,Insects,Monarch Butterfly,Q9_Celestial
180,Vault beyond the Yellow Crazy Faced,Insects,Palo Verde Beetle,Q10_Ethereal
180,Vault beyond the Yellow Crazy Faced,Insects,Powderpost Beetle,Q11_Transcendent
191,Throne amid the Cockroach Ulysses American,Insects,Ulysses Butterfly,Q1_Common
191,Throne amid the Cockroach Ulysses American,Insects,American Cockroach,Q2_Uncommon
191,Throne amid the Cockroach Ulysses American,Insects,Cosmic Caterpillar,Q3_Rare
191,Throne amid the Cockroach Ulysses American,Insects,European Bee-Eater,Q4_Superior
191,Throne amid the Cockroach Ulysses American,Insects,Oriental Cockroach,Q5_Epic
191,Throne amid the Cockroach Ulysses American,Insects,Pacific Coast Tick,Q6_Mythic
191,Throne amid the Cockroach Ulysses American,Insects,Australian Cockroach,Q7_Ancient
191,Throne amid the Cockroach Ulysses American,Insects,Box-Headed Blood Bee,Q8_Arcane
191,Throne amid the Cockroach Ulysses American,Insects,Fritillary Butterfly,Q9_Celestial
191,Throne amid the Cockroach Ulysses American,Insects,Kamehameha Butterfly,Q10_Ethereal
191,Throne amid the Cockroach Ulysses American,Insects,Smokybrown Cockroach,Q11_Transcendent
202,Reach of the Caterpillar Cockroach Asian,Insects,Asian Longhorn Beetle,Q1_Common
202,Reach of the Caterpillar Cockroach Asian,Insects,Luna Moth Caterpillar,Q2_Uncommon
202,Reach of the Caterpillar Cockroach Asian,Insects,Southern Flannel Moth,Q3_Rare
202,Reach of the Caterpillar Cockroach Asian,Insects,Swallowtail Butterfly,Q4_Superior
202,Reach of the Caterpillar Cockroach Asian,Insects,Ten-Lined June Beetle,Q5_Epic
202,Reach of the Caterpillar Cockroach Asian,Insects,Brown-banded Cockroach,Q6_Mythic
202,Reach of the Caterpillar Cockroach Asian,Insects,Death’s Head Cockroach,Q7_Ancient
202,Reach of the Caterpillar Cockroach Asian,Insects,Golden Tortoise Beetle,Q8_Arcane
202,Reach of the Caterpillar Cockroach Asian,Insects,Gypsy Moth Caterpillar,Q9_Celestial
202,Reach of the Caterpillar Cockroach Asian,Insects,Saddleback Caterpillar,Q10_Ethereal
202,Reach of the Caterpillar Cockroach Asian,Insects,Common Furniture Beetle,Q11_Transcendent
213,Echoes of the Caterpillar Florida Woods,Insects,Florida Woods Cockroach,Q1_Common
213,Echoes of the Caterpillar Florida Woods,Insects,Hairy-footed Flower Bee,Q2_Uncommon
213,Echoes of the Caterpillar Florida Woods,Insects,Swallowtail Caterpillar,Q3_Rare
213,Echoes of the Caterpillar Florida Woods,Insects,Bagworm Moth Caterpillar,Q4_Superior
213,Echoes of the Caterpillar Florida Woods,Insects,Leichhardt’s Grasshopper,Q5_Epic
213,Echoes of the Caterpillar Florida Woods,Insects,Snowberry Clearwing Moth,Q6_Mythic
213,Echoes of the Caterpillar Florida Woods,Insects,Tussock Moth Caterpillar,Q7_Ancient
213,Echoes of the Caterpillar Florida Woods,Insects,Western Blacklegged Tick,Q8_Arcane
213,Echoes of the Caterpillar Florida Woods,Insects,Angled Sunbeam Caterpillar,Q9_Celestial
213,Echoes of the Caterpillar Florida Woods,Insects,Blue Death Feigning Beetle,Q10_Ethereal
213,Echoes of the Caterpillar Florida Woods,Insects,Devil’s Coach Horse Beetle,Q11_Transcendent
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Southeastern Blueberry Bee,Q1_Common
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Pennsylvania Wood Cockroach,Q2_Uncommon
224,Depths beyond the Wood Cockroach Caterpillar,Insects,White-shouldered House Moth,Q3_Rare
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Africanized bee (killer bee),Q4_Superior
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Madagascar Hissing Cockroach,Q5_Epic
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Black Swallowtail Caterpillar,Q6_Mythic
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Rainbow Grasshopper (Dactylotum bicolor),Q7_Ancient
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Woolly Bear Caterpillar,Q8_Arcane
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Purple Emperor Butterfly,Q9_Celestial
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Elephant Beetle,Q10_Ethereal
224,Depths beyond the Wood Cockroach Caterpillar,Insects,Giant Wood Moth,Q11_Transcendent
75,Rifts within the Little Duck Ibis,Birds,Little Penguin,Q1_Common
75,Rifts within the Little Duck Ibis,Birds,Owl,Q2_Uncommon
75,Rifts within the Little Duck Ibis,Birds,Bird,Q3_Rare
75,Rifts within the Little Duck Ibis,Birds,Duck,Q4_Superior
75,Rifts within the Little Duck Ibis,Birds,Hawk,Q5_Epic
75,Rifts within the Little Duck Ibis,Birds,Ibis,Q6_Mythic
75,Rifts within the Little Duck Ibis,Birds,Swan,Q7_Ancient
75,Rifts within the Little Duck Ibis,Birds,Crane,Q8_Arcane
75,Rifts within the Little Duck Ibis,Birds,Egret,Q9_Celestial
75,Rifts within the Little Duck Ibis,Birds,Finch,Q10_Ethereal
75,Rifts within the Little Duck Ibis,Birds,Goose,Q11_Transcendent
86,Hollows under the Heron Stork Falcon,Birds,Heron,Q1_Common
86,Hollows under the Heron Stork Falcon,Birds,Stork,Q2_Uncommon
86,Hollows under the Heron Stork Falcon,Birds,Falcon,Q3_Rare
86,Hollows under the Heron Stork Falcon,Birds,Parrot,Q4_Superior
86,Hollows under the Heron Stork Falcon,Birds,Puffin,Q5_Epic
86,Hollows under the Heron Stork Falcon,Birds,Turkey,Q6_Mythic
86,Hollows under the Heron Stork Falcon,Birds,Elf Owl,Q7_Ancient
86,Hollows under the Heron Stork Falcon,Birds,Peacock,Q8_Arcane
86,Hollows under the Heron Stork Falcon,Birds,Penguin,Q9_Celestial
86,Hollows under the Heron Stork Falcon,Birds,Sparrow,Q10_Ethereal
86,Hollows under the Heron Stork Falcon,Birds,Vulture,Q11_Transcendent
97,Domain beneath the Warbler Barn Ural,Birds,Warbler,Q1_Common
97,Domain beneath the Warbler Barn Ural,Birds,Barn Owl,Q2_Uncommon
97,Domain beneath the Warbler Barn Ural,Birds,Ural owl,Q3_Rare
97,Domain beneath the Warbler Barn Ural,Birds,Albatross,Q4_Superior
97,Domain beneath the Warbler Barn Ural,Birds,Myna Bird,Q5_Epic
97,Domain beneath the Warbler Barn Ural,Birds,Red Finch,Q6_Mythic
97,Domain beneath the Warbler Barn Ural,Birds,Snowy Owl,Q7_Ancient
97,Domain beneath the Warbler Barn Ural,Birds,Tawny Owl,Q8_Arcane
97,Domain beneath the Warbler Barn Ural,Birds,Wood Duck,Q9_Celestial
97,Domain beneath the Warbler Barn Ural,Birds,Barred Owl,Q10_Ethereal
97,Domain beneath the Warbler Barn Ural,Birds,Grey Heron,Q11_Transcendent
108,Sanctum amid the Duck Heron Ruddy,Birds,Ruddy Duck,Q1_Common
108,Sanctum amid the Duck Heron Ruddy,Birds,Snow Goose,Q2_Uncommon
108,Sanctum amid the Duck Heron Ruddy,Birds,Woodpecker,Q3_Rare
108,Sanctum amid the Duck Heron Ruddy,Birds,Diving Duck,Q4_Superior
108,Sanctum amid the Duck Heron Ruddy,Birds,Green Heron,Q5_Epic
108,Sanctum amid the Duck Heron Ruddy,Birds,House Finch,Q6_Mythic
108,Sanctum amid the Duck Heron Ruddy,Birds,Hummingbird,Q7_Ancient
108,Sanctum amid the Duck Heron Ruddy,Birds,Night Heron,Q8_Arcane
108,Sanctum amid the Duck Heron Ruddy,Birds,Sarus Crane,Q9_Celestial
108,Sanctum amid the Duck Heron Ruddy,Birds,Terror Bird,Q10_Ethereal
108,Sanctum amid the Duck Heron Ruddy,Birds,Tundra Swan,Q11_Transcendent
119,Vault beyond the Finch Zebra Elegant,Birds,Zebra Finch,Q1_Common
119,Vault beyond the Finch Zebra Elegant,Birds,Elegant Tern,Q2_Uncommon
119,Vault beyond the Finch Zebra Elegant,Birds,Herring Gull,Q3_Rare
119,Vault beyond the Finch Zebra Elegant,Birds,Muscovy Duck,Q4_Superior
119,Vault beyond the Finch Zebra Elegant,Birds,Peacock Bass,Q5_Epic
119,Vault beyond the Finch Zebra Elegant,Birds,Purple Finch,Q6_Mythic
119,Vault beyond the Finch Zebra Elegant,Birds,Song Sparrow,Q7_Ancient
119,Vault beyond the Finch Zebra Elegant,Birds,Amazon Parrot,Q8_Arcane
119,Vault beyond the Finch Zebra Elegant,Birds,Burrowing Owl,Q9_Celestial
119,Vault beyond the Finch Zebra Elegant,Birds,Cooper’s Hawk,Q10_Ethereal
119,Vault beyond the Finch Zebra Elegant,Birds,Harris’s Hawk,Q11_Transcendent
130,March within the Warbler Marabou Stork,Birds,Marabou Stork,Q1_Common
130,March within the Warbler Marabou Stork,Birds,Owl Butterfly,Q2_Uncommon
130,March within the Warbler Marabou Stork,Birds,Royal Penguin,Q3_Rare
130,March within the Warbler Marabou Stork,Birds,Sedge Warbler,Q4_Superior
130,March within the Warbler Marabou Stork,Birds,Adélie Penguin,Q5_Epic
130,March within the Warbler Marabou Stork,Birds,Canada Warbler,Q6_Mythic
130,March within the Warbler Marabou Stork,Birds,Egyptian Goose,Q7_Ancient
130,March within the Warbler Marabou Stork,Birds,Gentoo Penguin,Q8_Arcane
130,March within the Warbler Marabou Stork,Birds,Gouldian Finch,Q9_Celestial
130,March within the Warbler Marabou Stork,Birds,Long-Eared Owl,Q10_Ethereal
130,March within the Warbler Marabou Stork,Birds,Peacock Spider,Q11_Transcendent
141,Warrens beyond the Crane Vulture Sandhill,Birds,Sandhill Crane,Q1_Common
141,Warrens beyond the Crane Vulture Sandhill,Birds,Senegal Parrot,Q2_Uncommon
141,Warrens beyond the Crane Vulture Sandhill,Birds,Shoebill Stork,Q3_Rare
141,Warrens beyond the Crane Vulture Sandhill,Birds,Tarantula Hawk,Q4_Superior
141,Warrens beyond the Crane Vulture Sandhill,Birds,Turkey Vulture,Q5_Epic
141,Warrens beyond the Crane Vulture Sandhill,Birds,Whooping Crane,Q6_Mythic
141,Warrens beyond the Crane Vulture Sandhill,Birds,Willow Warbler,Q7_Ancient
141,Warrens beyond the Crane Vulture Sandhill,Birds,African Penguin,Q8_Arcane
141,Warrens beyond the Crane Vulture Sandhill,Birds,Crested Penguin,Q9_Celestial
141,Warrens beyond the Crane Vulture Sandhill,Birds,Eclectus Parrot,Q10_Ethereal
141,Warrens beyond the Crane Vulture Sandhill,Birds,Griffon Vulture,Q11_Transcendent
152,Depths amid the Woodpecker Short Eared,Birds,Short-Eared Owl,Q1_Common
152,Depths amid the Woodpecker Short Eared,Birds,Swainson’s Hawk,Q2_Uncommon
152,Depths amid the Woodpecker Short Eared,Birds,Bird of Paradise,Q3_Rare
152,Depths amid the Woodpecker Short Eared,Birds,Chipping Sparrow,Q4_Superior
152,Depths amid the Woodpecker Short Eared,Birds,Downy Woodpecker,Q5_Epic
152,Depths amid the Woodpecker Short Eared,Birds,Egyptian Vulture,Q6_Mythic
152,Depths amid the Woodpecker Short Eared,Birds,Ferruginous Hawk,Q7_Ancient
152,Depths amid the Woodpecker Short Eared,Birds,Hairy Woodpecker,Q8_Arcane
152,Depths amid the Woodpecker Short Eared,Birds,Humboldt Penguin,Q9_Celestial
152,Depths amid the Woodpecker Short Eared,Birds,Kentucky Warbler,Q10_Ethereal
152,Depths amid the Woodpecker Short Eared,Birds,Macaroni Penguin,Q11_Transcendent
163,Gate under the Warbler Magnolia Mourning,Birds,Magnolia Warbler,Q1_Common
163,Gate under the Warbler Magnolia Mourning,Birds,Mourning Warbler,Q2_Uncommon
163,Gate under the Warbler Magnolia Mourning,Birds,Ocellated Turkey,Q3_Rare
163,Gate under the Warbler Magnolia Mourning,Birds,Peregrine Falcon,Q4_Superior
163,Gate under the Warbler Magnolia Mourning,Birds,Ring-billed Gull,Q5_Epic
163,Gate under the Warbler Magnolia Mourning,Birds,Savannah Sparrow,Q6_Mythic
163,Gate under the Warbler Magnolia Mourning,Birds,Blackpoll Warbler,Q7_Ancient
163,Gate under the Warbler Magnolia Mourning,Birds,California Condor,Q8_Arcane
163,Gate under the Warbler Magnolia Mourning,Birds,Chinstrap Penguin,Q9_Celestial
163,Gate under the Warbler Magnolia Mourning,Birds,Cinereous Vulture,Q10_Ethereal
163,Gate under the Warbler Magnolia Mourning,Birds,Galapagos Penguin,Q11_Transcendent
174,Throne amid the Hummingbird Golden Masked,Birds,Golden Masked Owl,Q1_Common
174,Throne amid the Hummingbird Golden Masked,Birds,Peacock Butterfly,Q2_Uncommon
174,Throne amid the Hummingbird Golden Masked,Birds,Anna’s Hummingbird,Q3_Rare
