labyrinth_id,labyrinth_name,theme,order,quality
032,Covenant of Hades & Farfadet,Orders,Ōmukade,Q10_Ethereal
032,Covenant of Hades & Farfadet,Orders,Farfadet,Q11_Transcendent
033,Circle of Harpy and Reptilianhumanoid,Orders,Zhar-Ptitsa,Q1_Common
033,Circle of Harpy and Reptilianhumanoid,Orders,Nocnitsa,Q2_Uncommon
033,Circle of Harpy and Reptilianhumanoid,Orders,Harpy,Q3_Rare
033,Circle of Harpy and Reptilianhumanoid,Orders,La-bar-tu,Q4_Superior
033,Circle of Harpy and Reptilianhumanoid,Orders,Kitsune,Q5_Epic
033,Circle of Harpy and Reptilianhumanoid,Orders,Chareng,Q6_Mythic
033,Circle of Harpy and Reptilianhumanoid,Orders,Reptilian humanoid,Q7_Ancient
033,Circle of Harpy and Reptilianhumanoid,Orders,Gandharva,Q8_Arcane
033,Circle of Harpy and Reptilianhumanoid,Orders,Charybdis,Q9_Celestial
033,Circle of Harpy and Reptilianhumanoid,Orders,Narecnitsi,Q10_Ethereal
033,Circle of Harpy and Reptilianhumanoid,Orders,Three hares,Q11_Transcendent
034,Conclave of Multo and LochNessMonster,Orders,Headless Mule,Q1_Common
034,Conclave of Multo and LochNessMonster,Orders,Headless Horseman,Q2_Uncommon
034,Conclave of Multo and LochNessMonster,Orders,Loch Ness Monster,Q3_Rare
034,Conclave of Multo and LochNessMonster,Orders,Reichsadler,Q4_Superior
034,Conclave of Multo and LochNessMonster,Orders,Multo,Q5_Epic
034,Conclave of Multo and LochNessMonster,Orders,Oread,Q6_Mythic
034,Conclave of Multo and LochNessMonster,Orders,Leszi,Q7_Ancient
034,Conclave of Multo and LochNessMonster,Orders,Undead,Q8_Arcane
034,Conclave of Multo and LochNessMonster,Orders,Helead,Q9_Celestial
034,Conclave of Multo and LochNessMonster,Orders,Camulatz,Q10_Ethereal
034,Conclave of Multo and LochNessMonster,Orders,Pelesit,Q11_Transcendent
035,Synod of Kami & Ladymidday,Orders,Ramidreju,Q1_Common
035,Synod of Kami & Ladymidday,Orders,Kami,Q2_Uncommon
035,Synod of Kami & Ladymidday,Orders,Krampus,Q3_Rare
035,Synod of Kami & Ladymidday,Orders,Drekavac,Q4_Superior
035,Synod of Kami & Ladymidday,Orders,Werejaguar,Q5_Epic
035,Synod of Kami & Ladymidday,Orders,Ōkami,Q6_Mythic
035,Synod of Kami & Ladymidday,Orders,Lamia,Q7_Ancient
035,Synod of Kami & Ladymidday,Orders,Teju Jagua,Q8_Arcane
035,Synod of Kami & Ladymidday,Orders,Madremonte,Q9_Celestial
035,Synod of Kami & Ladymidday,Orders,Lady midday,Q10_Ethereal
035,Synod of Kami & Ladymidday,Orders,Lamiak,Q11_Transcendent
036,Seal of Druk & Krasnoludek,Orders,Drude,Q1_Common
036,Seal of Druk & Krasnoludek,Orders,Druk,Q2_Uncommon
036,Seal of Druk & Krasnoludek,Orders,Garuda,Q3_Rare
036,Seal of Druk & Krasnoludek,Orders,Druid,Q4_Superior
036,Seal of Druk & Krasnoludek,Orders,Hydrus,Q5_Epic
036,Seal of Druk & Krasnoludek,Orders,Parandrus,Q6_Mythic
036,Seal of Druk & Krasnoludek,Orders,Krasnoludek,Q7_Ancient
036,Seal of Druk & Krasnoludek,Orders,Aigikampoi,Q8_Arcane
036,Seal of Druk & Krasnoludek,Orders,Aitu,Q9_Celestial
036,Seal of Druk & Krasnoludek,Orders,Aitvaras,Q10_Ethereal
036,Seal of Druk & Krasnoludek,Orders,Ajatar,Q11_Transcendent
037,Conclave of Akka and Akateko,Orders,Plivnik,Q1_Common
037,Conclave of Akka and Akateko,Orders,Bannik,Q2_Uncommon
037,Conclave of Akka and Akateko,Orders,Onikuma,Q3_Rare
037,Conclave of Akka and Akateko,Orders,Ovinnik,Q4_Superior
037,Conclave of Akka and Akateko,Orders,Psotnik,Q5_Epic
037,Conclave of Akka and Akateko,Orders,Błudnik,Q6_Mythic
037,Conclave of Akka and Akateko,Orders,Akateko,Q7_Ancient
037,Conclave of Akka and Akateko,Orders,Akerbeltz,Q8_Arcane
037,Conclave of Akka and Akateko,Orders,Akhlut,Q9_Celestial
037,Conclave of Akka and Akateko,Orders,Akka,Q10_Ethereal
037,Conclave of Akka and Akateko,Orders,Akki,Q11_Transcendent
038,Ward of Al and MahahaUndeadhumano,Orders,Tailypo,Q1_Common
038,Ward of Al and MahahaUndeadhumano,Orders,Ypotryll,Q2_Uncommon
038,Ward of Al and MahahaUndeadhumano,Orders,Cailleach,Q3_Rare
038,Ward of Al and MahahaUndeadhumano,Orders,"Mahaha – Undead humanoids with long, claw-like fingernails",Q4_Superior
038,Ward of Al and MahahaUndeadhumano,Orders,Akkorokamui,Q5_Epic
038,Ward of Al and MahahaUndeadhumano,Orders,Akupara,Q6_Mythic
038,Ward of Al and MahahaUndeadhumano,Orders,Akurojin-no-hi,Q7_Ancient
038,Ward of Al and MahahaUndeadhumano,Orders,Al,Q8_Arcane
038,Ward of Al and MahahaUndeadhumano,Orders,Ala,Q9_Celestial
038,Ward of Al and MahahaUndeadhumano,Orders,Alal,Q10_Ethereal
038,Ward of Al and MahahaUndeadhumano,Orders,Alan,Q11_Transcendent
039,Covenant of Seko & Allocamelus,Orders,Seko,Q1_Common
039,Covenant of Seko & Allocamelus,Orders,Nekomata,Q2_Uncommon
039,Covenant of Seko & Allocamelus,Orders,Bakeneko,Q3_Rare
039,Covenant of Seko & Allocamelus,Orders,Sunekosuri,Q4_Superior
039,Covenant of Seko & Allocamelus,Orders,Auvekoejak,Q5_Epic
039,Covenant of Seko & Allocamelus,Orders,Alce,Q6_Mythic
039,Covenant of Seko & Allocamelus,Orders,Aleya,Q7_Ancient
039,Covenant of Seko & Allocamelus,Orders,Alicanto,Q8_Arcane
039,Covenant of Seko & Allocamelus,Orders,Alicorn,Q9_Celestial
039,Covenant of Seko & Allocamelus,Orders,Alkonost,Q10_Ethereal
039,Covenant of Seko & Allocamelus,Orders,Allocamelus,Q11_Transcendent
040,Synod of Turul & Koto-furunushi,Orders,Koto-furunushi,Q1_Common
040,Synod of Turul & Koto-furunushi,Orders,Yacuruna,Q2_Uncommon
040,Synod of Turul & Koto-furunushi,Orders,Furu-utsubo,Q3_Rare
040,Synod of Turul & Koto-furunushi,Orders,Tsurube-otoshi,Q4_Superior
040,Synod of Turul & Koto-furunushi,Orders,Shishi,Q5_Epic
040,Synod of Turul & Koto-furunushi,Orders,Turul,Q6_Mythic
040,Synod of Turul & Koto-furunushi,Orders,Hotoke,Q7_Ancient
040,Synod of Turul & Koto-furunushi,Orders,Dzunukwa,Q8_Arcane
040,Synod of Turul & Koto-furunushi,Orders,Kurupi,Q9_Celestial
040,Synod of Turul & Koto-furunushi,Orders,Khalkotauroi,Q10_Ethereal
040,Synod of Turul & Koto-furunushi,Orders,Kishi,Q11_Transcendent
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Roc,Q1_Common
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Crocotta,Q2_Uncommon
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Macrocephali,Q3_Rare
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Almas,Q4_Superior
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Al-mi'raj,Q5_Epic
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Aloja,Q6_Mythic
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Alom-bag-winno-sis,Q7_Ancient
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Alp,Q8_Arcane
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Alphyn,Q9_Celestial
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Alp-luachra,Q10_Ethereal
041,Covenant of Roc & Alom-bag-winno-sis,Orders,Al Rakim,Q11_Transcendent
042,Covenant of Alû & Biwa-bokuboku,Orders,Oiwa,Q1_Common
042,Covenant of Alû & Biwa-bokuboku,Orders,Diwata,Q2_Uncommon
042,Covenant of Alû & Biwa-bokuboku,Orders,Iwana-bōzu,Q3_Rare
042,Covenant of Alû & Biwa-bokuboku,Orders,Biwa-bokuboku,Q4_Superior
042,Covenant of Alû & Biwa-bokuboku,Orders,Alseid,Q5_Epic
042,Covenant of Alû & Biwa-bokuboku,Orders,Alû,Q6_Mythic
042,Covenant of Alû & Biwa-bokuboku,Orders,Alux,Q7_Ancient
042,Covenant of Alû & Biwa-bokuboku,Orders,Amaburakosagi,Q8_Arcane
042,Covenant of Alû & Biwa-bokuboku,Orders,Amamehagi,Q9_Celestial
042,Covenant of Alû & Biwa-bokuboku,Orders,Amanojaku,Q10_Ethereal
042,Covenant of Alû & Biwa-bokuboku,Orders,Amarok,Q11_Transcendent
043,Ward of Irin and MajituinSwahilimyt,Orders,Raven Spirit,Q1_Common
043,Ward of Irin and MajituinSwahilimyt,Orders,Eagle Spirit,Q2_Uncommon
043,Ward of Irin and MajituinSwahilimyt,Orders,Raven Mocker,Q3_Rare
043,Ward of Irin and MajituinSwahilimyt,Orders,Spiriduş,Q4_Superior
043,Ward of Irin and MajituinSwahilimyt,Orders,Spirit – Ghosts,Q5_Epic
043,Ward of Irin and MajituinSwahilimyt,Orders,Senbiki Okami - Wolf spirits,Q6_Mythic
043,Ward of Irin and MajituinSwahilimyt,Orders,"Majitu – in Swahili mythology, shape-shifting spirits that can pass as humans",Q7_Ancient
043,Ward of Irin and MajituinSwahilimyt,Orders,Irin,Q8_Arcane
043,Ward of Irin and MajituinSwahilimyt,Orders,Water sprite,Q9_Celestial
043,Ward of Irin and MajituinSwahilimyt,Orders,Sirin,Q10_Ethereal
043,Ward of Irin and MajituinSwahilimyt,Orders,Kirin,Q11_Transcendent
044,Ward of Hob and Amazake-babaa,Orders,Hob,Q1_Common
044,Ward of Hob and Amazake-babaa,Orders,Hobgoblin,Q2_Uncommon
044,Ward of Hob and Amazake-babaa,Orders,Hobbididance,Q3_Rare
044,Ward of Hob and Amazake-babaa,Orders,Amarum,Q4_Superior
044,Ward of Hob and Amazake-babaa,Orders,Amazake-babaa,Q5_Epic
044,Ward of Hob and Amazake-babaa,Orders,Amemasu,Q6_Mythic
044,Ward of Hob and Amazake-babaa,Orders,Amikuk,Q7_Ancient
044,Ward of Hob and Amazake-babaa,Orders,Ammit,Q8_Arcane
044,Ward of Hob and Amazake-babaa,Orders,Amorōnagu,Q9_Celestial
044,Ward of Hob and Amazake-babaa,Orders,Anak,Q10_Ethereal
044,Ward of Hob and Amazake-babaa,Orders,Andean wolf,Q11_Transcendent
045,Conclave of Tunda and Gandabherunda,Orders,Mondao,Q1_Common
045,Conclave of Tunda and Gandabherunda,Orders,Tunda,Q2_Uncommon
045,Conclave of Tunda and Gandabherunda,Orders,Gandabherunda,Q3_Rare
045,Conclave of Tunda and Gandabherunda,Orders,Wondjina,Q4_Superior
045,Conclave of Tunda and Gandabherunda,Orders,Dandan,Q5_Epic
045,Conclave of Tunda and Gandabherunda,Orders,La Tunda,Q6_Mythic
045,Conclave of Tunda and Gandabherunda,Orders,Demons,Q7_Ancient
045,Conclave of Tunda and Gandabherunda,Orders,Daemon,Q8_Arcane
045,Conclave of Tunda and Gandabherunda,Orders,Monopod,Q9_Celestial
045,Conclave of Tunda and Gandabherunda,Orders,Musimon,Q10_Ethereal
045,Conclave of Tunda and Gandabherunda,Orders,Sea monk,Q11_Transcendent
046,Seal of Shiryō & Cynocephalus,Orders,Hircocervus,Q1_Common
046,Seal of Shiryō & Cynocephalus,Orders,Monocerus,Q2_Uncommon
046,Seal of Shiryō & Cynocephalus,Orders,Cercopes,Q3_Rare
046,Seal of Shiryō & Cynocephalus,Orders,Shiryō,Q4_Superior
046,Seal of Shiryō & Cynocephalus,Orders,Vârcolac,Q5_Epic
046,Seal of Shiryō & Cynocephalus,Orders,Cerastes,Q6_Mythic
046,Seal of Shiryō & Cynocephalus,Orders,Cerberus,Q7_Ancient
046,Seal of Shiryō & Cynocephalus,Orders,Lou Carcolh,Q8_Arcane
046,Seal of Shiryō & Cynocephalus,Orders,Shiro-bōzu,Q9_Celestial
046,Seal of Shiryō & Cynocephalus,Orders,Shirouneri,Q10_Ethereal
046,Seal of Shiryō & Cynocephalus,Orders,Cynocephalus,Q11_Transcendent
047,Seal of Tengu & Menninkäinen,Orders,Tennin,Q1_Common
047,Seal of Tengu & Menninkäinen,Orders,Menninkäinen,Q2_Uncommon
047,Seal of Tengu & Menninkäinen,Orders,Marmennill,Q3_Rare
047,Seal of Tengu & Menninkäinen,Orders,Tengu,Q4_Superior
047,Seal of Tengu & Menninkäinen,Orders,Bennu,Q5_Epic
047,Seal of Tengu & Menninkäinen,Orders,Ningyo,Q6_Mythic
047,Seal of Tengu & Menninkäinen,Orders,Shibaten,Q7_Ancient
047,Seal of Tengu & Menninkäinen,Orders,Jikininki,Q8_Arcane
047,Seal of Tengu & Menninkäinen,Orders,Coinchenn,Q9_Celestial
047,Seal of Tengu & Menninkäinen,Orders,Black Annis,Q10_Ethereal
047,Seal of Tengu & Menninkäinen,Orders,Ninki Nanka,Q11_Transcendent
048,Synod of Ogre & CalydonianBoar,Orders,Calygreyhound,Q1_Common
048,Synod of Ogre & CalydonianBoar,Orders,Hellhound,Q2_Uncommon
048,Synod of Ogre & CalydonianBoar,Orders,Yeth hound,Q3_Rare
048,Synod of Ogre & CalydonianBoar,Orders,Ogre,Q4_Superior
048,Synod of Ogre & CalydonianBoar,Orders,Calydonian Boar,Q5_Epic
048,Synod of Ogre & CalydonianBoar,Orders,Houri,Q6_Mythic
048,Synod of Ogre & CalydonianBoar,Orders,Ghoul,Q7_Ancient
048,Synod of Ogre & CalydonianBoar,Orders,Negret,Q8_Arcane
048,Synod of Ogre & CalydonianBoar,Orders,Penghou,Q9_Celestial
048,Synod of Ogre & CalydonianBoar,Orders,Gremlin,Q10_Ethereal
048,Synod of Ogre & CalydonianBoar,Orders,Undine,Q11_Transcendent
049,Covenant of Anqa & AnteroVipunen,Orders,Edimmu,Q1_Common
049,Covenant of Anqa & AnteroVipunen,Orders,Shedim,Q2_Uncommon
049,Covenant of Anqa & AnteroVipunen,Orders,Gidim,Q3_Rare
049,Covenant of Anqa & AnteroVipunen,Orders,Angel,Q4_Superior
049,Covenant of Anqa & AnteroVipunen,Orders,Anqa,Q5_Epic
049,Covenant of Anqa & AnteroVipunen,Orders,Ani Hyuntikwalaski,Q6_Mythic
049,Covenant of Anqa & AnteroVipunen,Orders,Ankou,Q7_Ancient
049,Covenant of Anqa & AnteroVipunen,Orders,Anmo,Q8_Arcane
049,Covenant of Anqa & AnteroVipunen,Orders,Anubis,Q9_Celestial
049,Covenant of Anqa & AnteroVipunen,Orders,Antero Vipunen,Q10_Ethereal
049,Covenant of Anqa & AnteroVipunen,Orders,Anzû,Q11_Transcendent
050,Accord of Ao and BlackShuckNorfolkE,Orders,Finfolk,Q1_Common
050,Accord of Ao and BlackShuckNorfolkE,Orders,"Black Shuck – Norfolk, Essex, and Suffolk black dog",Q2_Uncommon
050,Accord of Ao and BlackShuckNorfolkE,Orders,Freybug – Norfolk black dog,Q3_Rare
050,Accord of Ao and BlackShuckNorfolkE,Orders,Griffin,Q4_Superior
050,Accord of Ao and BlackShuckNorfolkE,Orders,Vedrfolnir,Q5_Epic
050,Accord of Ao and BlackShuckNorfolkE,Orders,Spearfinger,Q6_Mythic
050,Accord of Ao and BlackShuckNorfolkE,Orders,Ao,Q7_Ancient
050,Accord of Ao and BlackShuckNorfolkE,Orders,Ao Ao,Q8_Arcane
050,Accord of Ao and BlackShuckNorfolkE,Orders,Aobōzu,Q9_Celestial
050,Accord of Ao and BlackShuckNorfolkE,Orders,Apkallu,Q10_Ethereal
050,Accord of Ao and BlackShuckNorfolkE,Orders,Apsaras,Q11_Transcendent
051,Conclave of Jumbee and Arikura-no-baba,Orders,Jumbee,Q1_Common
051,Conclave of Jumbee and Arikura-no-baba,Orders,Pombero,Q2_Uncommon
051,Conclave of Jumbee and Arikura-no-baba,Orders,Tecumbalam,Q3_Rare
051,Conclave of Jumbee and Arikura-no-baba,Orders,Wewe Gombel,Q4_Superior
051,Conclave of Jumbee and Arikura-no-baba,Orders,Aqrabuamelu,Q5_Epic
051,Conclave of Jumbee and Arikura-no-baba,Orders,Arachne,Q6_Mythic
051,Conclave of Jumbee and Arikura-no-baba,Orders,Ardat-lilî,Q7_Ancient
051,Conclave of Jumbee and Arikura-no-baba,Orders,Aralez,Q8_Arcane
051,Conclave of Jumbee and Arikura-no-baba,Orders,Archura,Q9_Celestial
051,Conclave of Jumbee and Arikura-no-baba,Orders,Argus Panoptes,Q10_Ethereal
051,Conclave of Jumbee and Arikura-no-baba,Orders,Arikura-no-baba,Q11_Transcendent
052,Circle of Stihi and Tigmamanukan,Orders,Glaistig,Q1_Common
052,Circle of Stihi and Tigmamanukan,Orders,Stihi,Q2_Uncommon
052,Circle of Stihi and Tigmamanukan,Orders,Tigris,Q3_Rare
052,Circle of Stihi and Tigmamanukan,Orders,Psoglav,Q4_Superior
052,Circle of Stihi and Tigmamanukan,Orders,Poubi Lai,Q5_Epic
052,Circle of Stihi and Tigmamanukan,Orders,Glashtyn,Q6_Mythic
052,Circle of Stihi and Tigmamanukan,Orders,Waldgeist,Q7_Ancient
052,Circle of Stihi and Tigmamanukan,Orders,Kangla Sha,Q8_Arcane
052,Circle of Stihi and Tigmamanukan,Orders,Chibaiskweda,Q9_Celestial
052,Circle of Stihi and Tigmamanukan,Orders,Poltergeist,Q10_Ethereal
052,Circle of Stihi and Tigmamanukan,Orders,Tigmamanukan,Q11_Transcendent
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Iannic-ann-ôd,Q1_Common
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Cŵn Annwn,Q2_Uncommon
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Mannegishi,Q3_Rare
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Klabautermann,Q4_Superior
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Unicorn,Q5_Epic
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Lakanica,Q6_Mythic
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Opinicus,Q7_Ancient
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Tiangou,Q8_Arcane
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Gichi-anami'e-bizhiw,Q9_Celestial
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Tianlong,Q10_Ethereal
053,Ward of Unicorn and Gichi-anami'e-bizh,Orders,Jiangshi,Q11_Transcendent
054,Circle of Asag and ArkanSonney,Orders,Pi yao,Q1_Common
054,Circle of Asag and ArkanSonney,Orders,Yaoguai,Q2_Uncommon
054,Circle of Asag and ArkanSonney,Orders,Baba Yaga,Q3_Rare
054,Circle of Asag and ArkanSonney,Orders,Arimaspi,Q4_Superior
054,Circle of Asag and ArkanSonney,Orders,Arkan Sonney,Q5_Epic
054,Circle of Asag and ArkanSonney,Orders,Asag,Q6_Mythic
054,Circle of Asag and ArkanSonney,Orders,Asakku,Q7_Ancient
054,Circle of Asag and ArkanSonney,Orders,Asanbosam,Q8_Arcane
054,Circle of Asag and ArkanSonney,Orders,Asena,Q9_Celestial
054,Circle of Asag and ArkanSonney,Orders,A-senee-ki-wakw,Q10_Ethereal
054,Circle of Asag and ArkanSonney,Orders,Ashi-magari,Q11_Transcendent
055,Seal of Tapio & Mapinguari,Orders,Mapinguari,Q1_Common
055,Seal of Tapio & Mapinguari,Orders,Tapio,Q2_Uncommon
055,Seal of Tapio & Mapinguari,Orders,Jengu,Q3_Rare
055,Seal of Tapio & Mapinguari,Orders,Upinis,Q4_Superior
055,Seal of Tapio & Mapinguari,Orders,Gurumapa,Q5_Epic
055,Seal of Tapio & Mapinguari,Orders,Nagual,Q6_Mythic
055,Seal of Tapio & Mapinguari,Orders,Drangue,Q7_Ancient
055,Seal of Tapio & Mapinguari,Orders,Singa,Q8_Arcane
055,Seal of Tapio & Mapinguari,Orders,Ciguapa,Q9_Celestial
055,Seal of Tapio & Mapinguari,Orders,Gualichu,Q10_Ethereal
055,Seal of Tapio & Mapinguari,Orders,Nguruvilu,Q11_Transcendent
056,Seal of Gallu & PolloMaligno,Orders,Cheval Mallet,Q1_Common
056,Seal of Gallu & PolloMaligno,Orders,Cheval Gauvin,Q2_Uncommon
056,Seal of Gallu & PolloMaligno,Orders,Mallt-y-Nos,Q3_Rare
056,Seal of Gallu & PolloMaligno,Orders,Zana e malit,Q4_Superior
056,Seal of Gallu & PolloMaligno,Orders,Yallery-Brown,Q5_Epic
056,Seal of Gallu & PolloMaligno,Orders,Chrysomallus,Q6_Mythic
056,Seal of Gallu & PolloMaligno,Orders,Pollo Maligno,Q7_Ancient
056,Seal of Gallu & PolloMaligno,Orders,Gallu,Q8_Arcane
056,Seal of Gallu & PolloMaligno,Orders,Ke'lets,Q9_Celestial
056,Seal of Gallu & PolloMaligno,Orders,Djall,Q10_Ethereal
056,Seal of Gallu & PolloMaligno,Orders,Chepi,Q11_Transcendent
057,Conclave of Oni and Wingedgenie,Orders,Poroniec,Q1_Common
057,Conclave of Oni and Wingedgenie,Orders,Oni,Q2_Uncommon
057,Conclave of Oni and Wingedgenie,Orders,La Llorona,Q3_Rare
057,Conclave of Oni and Wingedgenie,Orders,Barong,Q4_Superior
057,Conclave of Oni and Wingedgenie,Orders,Caipora,Q5_Epic
057,Conclave of Oni and Wingedgenie,Orders,Onibi,Q6_Mythic
057,Conclave of Oni and Wingedgenie,Orders,Brownie,Q7_Ancient
057,Conclave of Oni and Wingedgenie,Orders,Moroi,Q8_Arcane
057,Conclave of Oni and Wingedgenie,Orders,Winged genie,Q9_Celestial
057,Conclave of Oni and Wingedgenie,Orders,Zlatorog,Q10_Ethereal
057,Conclave of Oni and Wingedgenie,Orders,Jasconius,Q11_Transcendent
058,Oath of Trow & Ask-wee-da-eed,Orders,Trow,Q1_Common
058,Oath of Trow & Ask-wee-da-eed,Orders,Drow,Q2_Uncommon
058,Oath of Trow & Ask-wee-da-eed,Orders,Troll,Q3_Rare
058,Oath of Trow & Ask-wee-da-eed,Orders,Blue Crow,Q4_Superior
058,Oath of Trow & Ask-wee-da-eed,Orders,Rainbow crow,Q5_Epic
058,Oath of Trow & Ask-wee-da-eed,Orders,Askefrue,Q6_Mythic
058,Oath of Trow & Ask-wee-da-eed,Orders,Ask-wee-da-eed,Q7_Ancient
058,Oath of Trow & Ask-wee-da-eed,Orders,Asobibi,Q8_Arcane
058,Oath of Trow & Ask-wee-da-eed,Orders,Aspidochelone,Q9_Celestial
058,Oath of Trow & Ask-wee-da-eed,Orders,Asrai,Q10_Ethereal
058,Oath of Trow & Ask-wee-da-eed,Orders,Astomi,Q11_Transcendent
059,Seal of Axex & Ato-oi-kozō,Orders,Laelaps,Q1_Common
059,Seal of Axex & Ato-oi-kozō,Orders,Nuckelavee,Q2_Uncommon
059,Seal of Axex & Ato-oi-kozō,Orders,Asura,Q3_Rare
059,Seal of Axex & Ato-oi-kozō,Orders,Aswang,Q4_Superior
059,Seal of Axex & Ato-oi-kozō,Orders,Ato-oi-kozō,Q5_Epic
059,Seal of Axex & Ato-oi-kozō,Orders,Atshen,Q6_Mythic
059,Seal of Axex & Ato-oi-kozō,Orders,Augerino,Q7_Ancient
059,Seal of Axex & Ato-oi-kozō,Orders,Axex,Q8_Arcane
059,Seal of Axex & Ato-oi-kozō,Orders,Ayakashi,Q9_Celestial
059,Seal of Axex & Ato-oi-kozō,Orders,Ayakashi-no-ayashibi,Q10_Ethereal
059,Seal of Axex & Ato-oi-kozō,Orders,Azhdaha,Q11_Transcendent
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Kukudhi,Q1_Common
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Kudan,Q2_Uncommon
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Kukwes,Q3_Rare
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Hudhud,Q4_Superior
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Kuda-gitsune,Q5_Epic
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Tsukumogami,Q6_Mythic
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Nuku-mai-tore,Q7_Ancient
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Wentshukumishiteu,Q8_Arcane
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Aziza,Q9_Celestial
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Azukiarai/Azukitogi,Q10_Ethereal
060,Oath of Kudan & AzukiaraiAzukitogi,Orders,Azukibabaa,Q11_Transcendent
061,Accord of Mare and Lubberfiend,Orders,Marabbecca,Q1_Common
061,Accord of Mare and Lubberfiend,Orders,Moon rabbit,Q2_Uncommon
061,Accord of Mare and Lubberfiend,Orders,Mare,Q3_Rare
061,Accord of Mare and Lubberfiend,Orders,Bucca,Q4_Superior
061,Accord of Mare and Lubberfiend,Orders,Labbu,Q5_Epic
061,Accord of Mare and Lubberfiend,Orders,Rabisu,Q6_Mythic
061,Accord of Mare and Lubberfiend,Orders,Marozi,Q7_Ancient
061,Accord of Mare and Lubberfiend,Orders,Lubber fiend,Q8_Arcane
061,Accord of Mare and Lubberfiend,Orders,Kurabokko,Q9_Celestial
061,Accord of Mare and Lubberfiend,Orders,Simargl,Q10_Ethereal
061,Accord of Mare and Lubberfiend,Orders,Vanara,Q11_Transcendent
062,Ward of Jenu and Seaserpent,Orders,Jentil,Q1_Common
062,Ward of Jenu and Seaserpent,Orders,Trenti,Q2_Uncommon
062,Ward of Jenu and Seaserpent,Orders,Centicore,Q3_Rare
062,Ward of Jenu and Seaserpent,Orders,Jenu,Q4_Superior
062,Ward of Jenu and Seaserpent,Orders,Canotila,Q5_Epic
062,Ward of Jenu and Seaserpent,Orders,Kigatilik,Q6_Mythic
062,Ward of Jenu and Seaserpent,Orders,Serpent,Q7_Ancient
062,Ward of Jenu and Seaserpent,Orders,Manticore,Q8_Arcane
062,Ward of Jenu and Seaserpent,Orders,Gjenganger,Q9_Celestial
062,Ward of Jenu and Seaserpent,Orders,Pontianak,Q10_Ethereal
062,Ward of Jenu and Seaserpent,Orders,Sea serpent,Q11_Transcendent
063,Accord of Kabouter and TerribleMonster,Orders,Kabouter,Q1_Common
063,Accord of Kabouter and TerribleMonster,Orders,Nurikabe,Q2_Uncommon
063,Accord of Kabouter and TerribleMonster,Orders,Shuten-dōji,Q3_Rare
063,Accord of Kabouter and TerribleMonster,Orders,Terrible Monster,Q4_Superior
063,Accord of Kabouter and TerribleMonster,Orders,Sea monster,Q5_Epic
063,Accord of Kabouter and TerribleMonster,Orders,Lake monster,Q6_Mythic
063,Accord of Kabouter and TerribleMonster,Orders,Water monkey,Q7_Ancient
063,Accord of Kabouter and TerribleMonster,Orders,Easter Bunny,Q8_Arcane
063,Accord of Kabouter and TerribleMonster,Orders,Shapeshifter,Q9_Celestial
063,Accord of Kabouter and TerribleMonster,Orders,Jasy Jaterei,Q10_Ethereal
063,Accord of Kabouter and TerribleMonster,Orders,Jack-o'-lantern,Q11_Transcendent
064,Accord of Bak and Kuchisake-onna,Orders,Chōchin'obake,Q1_Common
064,Accord of Bak and Kuchisake-onna,Orders,Obake,Q2_Uncommon
064,Accord of Bak and Kuchisake-onna,Orders,Kasa-obake,Q3_Rare
064,Accord of Bak and Kuchisake-onna,Orders,Bak,Q4_Superior
064,Accord of Bak and Kuchisake-onna,Orders,Bakezōri,Q5_Epic
064,Accord of Bak and Kuchisake-onna,Orders,Baku,Q6_Mythic
064,Accord of Bak and Kuchisake-onna,Orders,Kokakuchō,Q7_Ancient
064,Accord of Bak and Kuchisake-onna,Orders,Kraken,Q8_Arcane
